code,district,name,street,city,zip_code,email,abbreviation
710064497,713,Základná škola,Petrovce 114,Petrovce,09431,zspetrovce114@gmail.com,ZPe114VT
042381321,713,ZŠ s MŠ,Poša 251,Poša,09421,lipkova@azet.sk,ZPo251VT
710064500,713,Základná škola,Remeniny 101,Remeniny,09431,skola@zsremeniny.edu.sk,ZRe101VT
710064519,713,Základná škola,Rudlov 126,Rudlov,09435,zsrudlov@gmail.com,ZRu126VT
037873318,713,Základná škola,Školská 389,Sačurov,09413,zssacurov@gmail.com,ZSk389VT
037938215,713,Základná škola s MŠ,Sedliská 93,Sedliská,09409,riaditel@zssedliska.edu.sk,ZSed93VT
037873326,713,Základná škola,Školská 558,Sečovská Polianka,09414,zsspolianka@gmail.com,ZSk558VT
710064543,713,Základná škola,Skrabské 77,Skrabské,09433,zs.skrabske@post.sk,ZSkr77VT
037873342,713,Základná škola,Školská ulica 54/21,Slovenská Kajňa,09402,zsslovkajna@gmail.com,ZSko21VT
037873334,713,Základná škola,Soľ 53,Soľ,09435,riaditel@zssol.edu.sk,ZSol53VT
037873351,713,Základná škola s MŠ,Tovarné 173,Tovarné,09401,bociantovarne@stonline.sk,ZTo173VT
710064551,713,Základná škola,Školská 424,Vechec,09412,vechec.zs@gmail.com,ZSk424VT
031305318,713,Základná škola,Bernolákova ulica 1061,Vranov nad Topľou,09347,zsbernolakova@gmail.com,ZBernoVT
037873369,713,Základná škola,Juh 1054,Vranov nad Topľou,09301,skola@zsjuhvv.edu.sk,ZJuh10VT
037873393,713,Základná škola,Kukučínova ulica 106,Vranov nad Topľou,09303,skola@kukucinka.eu,ZKu106VT
710064560,713,Základná škola,Lomnická ulica 620,Vranov nad Topľou,09303,zslomnickavt@azet.sk,ZLo620VT
037873385,713,Základná škola,Lúčna 827/26,Vranov nad Topľou,09301,skola@zslucnavt.sk,ZLuc26VT
037873377,713,Základná škola,Sídlisko II. 1336,Vranov nad Topľou,09301,zssidlisko2vt@gmail.com,ZSidliVT
710261055,713,CZŠ s MŠ sv. D. Sávia,Školská 650,Vranov nad Topľou,09301,czsvranov@gmail.com,CSk650VT
037873407,713,Základná škola,Vyšný Žipov 220,Vyšný Žipov,09433,zsvysnyzipov@centrum.sk,ZVy220VT
037873415,713,Základná škola,Zámutov 531,Zámutov,09415,riaditel@zs-zamutov.eu,ZZa531VT
710064594,713,Základná škola,Žalobín 36,Žalobín,09403,zszalobin@zoznam.sk,ZZal36VT
037873270,713,Základná škola,Čaklov 495,Čaklov,09435,zscaklov1@gmail.com,ZCa495VT
710064284,713,Základná škola,Čierne nad Topľou 212,Čierne nad Topľou,09434,zscierne212@gmail.com,ZCi212VT
710064276,713,Základná škola,Čičava 34,Čičava,09301,zscicava@zoznam.sk,ZCic34VT
710064292,713,Základná škola,Ďapalovce 1,Ďapalovce,09405,zsdapalovce@post.sk,ZDapa1VT
035543906,801,Základná škola,Hlavná 121,Gelnica,05601,zsgelnica@post.sk,ZHl121GL
035546492,801,Základná škola s MŠ,Helcmanovce 41,Helcmanovce,05563,skola@zshelcman.edu.sk,ZHel41GL
035546476,801,Základná škola,Školská 297,Jaklovce,05561,skola.jaklovce@gmail.com,ZSk297GL
035546573,801,Základná škola,Kluknava 43,Kluknava,05351,rzskluknava@azet.sk,ZKlu43GL
035546328,801,Základná škola s MŠ,Školská 20,Margecany,05501,zssmsmargecany@gmail.com,ZSko20GL
035546484,801,Základná škola,Mníšek nad Hnilcom 497,Mníšek nad Hnilcom,05564,skola@zsmnisek.edu.sk,ZMn497GL
035546751,801,Základná škola s MŠ,Školská 684,Nálepkovo,05333,zs.nalepkovo@centrum.sk,ZSk684GL
035546425,801,Základná škola s MŠ,Prakovce 307,Prakovce,05562,zsprakovce@gmail.com,ZPr307GL
042100500,801,Základná škola s MŠ,Smolník 528,Smolník,05566,skola@zssmolnik.sk,ZSm528GL
035546468,801,Základná škola s MŠ,Veľký Folkmar 328,Veľký Folkmar,05551,zsfolkmar@gmail.com,ZVe328GL
710063393,801,Základná škola,Závadka 195,Závadka,05333,zavadka.zs@gmail.com,ZZa195GL
035546638,801,Základná škola,Školská 122,Švedlár,05334,skolasvedlar@gmail.com,ZSk122GL
035540605,802,Základná škola,Hroncova 23,Košice-Sever,04001,zs@zshronke.edu.sk,ZHro23KE
035540486,802,Základná škola,Polianska 1,Košice-Sever,04001,zspolianska@gmail.com,ZPoli1KE
035540613,802,Základná škola,Tomášikova 31,Košice-Sever,04001,zstomke31@gmail.com,ZTom31KE
052319784,802,Súkr.základná škola,Komenského 2,Košice-Staré Mesto,04001,info@dobraskolakosice.sk,SKome2KE
710151314,802,"Základná škola, G s VJM",Kuzmányho 6,Košice-Staré Mesto,04174,skola@maraigimi.sk,ZKuzm6KE
035568003,802,Súkromná základná škola,Lermontovova 1,Košice-Staré Mesto,04001,sukromna.skola@centrum.sk,SLerm1KE
052109828,802,Základná škola s MŠ,Masarykova 19/A,Košice-Staré Mesto,04001,zsmasarykova@zsmasarykova.sk,ZMas19KE
035540648,802,Základná škola,Nám. L. Novomeského 2,Košice-Staré Mesto,04001,lnovo@centrum.sk,ZNamL2KE
042094721,802,Súkromná základná škola,Palackého 14,Košice-Staré Mesto,04001,skola.didacticus@gmail.com,SPal14KE
035540478,802,Základná škola,Park Angelinum 8,Košice-Staré Mesto,04001,zspa@zspa.sk,ZPark8KE
035540559,802,Základná škola,Belehradská 21,Košice-Sídlisko Ťahanovce,04013,zsbelehradska@centrum.sk,ZBel21KE
035540460,802,Základná škola,Bruselská 18,Košice-Sídlisko Ťahanovce,04013,zs.bruselska@stonline.sk,ZBru18KE
042104955,802,Cirkevná ZŠ s MŠ,Juhoslovanská 2,Košice-Sídlisko Ťahanovce,04013,zsmssvgorazd@gmail.com,CJuho2KE
042107652,802,Základná škola s MŠ,Želiarska 4,Košice-Ťahanovce,04013,zszelke@gmail.com,ZZeli4KE
035542870,803,Základná škola,Ľ. Podjavorinskej 1,Košice-Luník IX,04011,zs@zspodjavorke.edu.sk,ZLPod1KE
035542641,803,Základná škola,Drábova 3,Košice-Sídlisko KVP,04023,zsdrabova@zsdrabova.sk,ZDrab3KE
035542632,803,Základná škola,Janigova 2,Košice-Sídlisko KVP,04023,zsjanigova@centrum.sk,ZJani2KE
035542616,803,Základná škola,Jána Pavla II. 1,Košice-Sídlisko KVP,04011,zslechkeho@gmail.com,ZJana1KE
031985921,803,Základná škola,Starozagorská 8,Košice-Sídlisko KVP,04023,info@zsstarozagorska.sk,ZStar8KE
710261012,803,Súkr.spojená škola - ZŠ,Starozagorská 8,Košice-Sídlisko KVP,04023,bednarikova.eva@gmail.com,SStar8KE
710051875,803,ZŠsMŠ sv.Košic.mučeník.,Čordákova 50,Košice-Sídlisko KVP,04023,skolakm@gmail.com,ZCor50KE
035543019,803,Základná škola,Bernolákova 16,Košice-Západ,04011,zsberke@centrum.sk,ZBer16KE
017079756,803,ZŠ sv. Cyrila a Metoda,Bernolákova 18,Košice-Západ,04011,zscamke@gmail.com,ZBer18KE
035542713,803,Základná škola,Kežmarská 28,Košice-Západ,04011,skola@zskezmarska28.sk,ZKez28KE
035542624,803,Základná škola,Kežmarská 30,Košice-Západ,04011,zs@k30.sk,ZKez30KE
035542861,803,Základná škola,Považská 12,Košice-Západ,04011,povazska12ke@mail.telekom.sk,ZPov12KE
035554304,803,Súkromná základná škola,Slobody 1,Košice-Západ,04011,skola@szsslobodyke.sk,SSlob1KE
035546123,803,Základná škola,Trebišovská 10,Košice-Západ,04011,zstrebke@gmail.com,ZTre10KE
045007802,803,Súkromná základná škola,Trieda SNP 104,Košice-Západ,04011,nasaskola104@gmail.com,STr104KE
035542888,803,Základná škola,Ulica slobody 1,Košice-Západ,04011,riaditelka@zsslobody.eu,ZUlic1KE
035546204,803,Základná škola,Mládežnícka 3,Košice-Šaca,04015,kontakt@zssaca.sk,ZMlad3KE
035546859,804,Základná škola,Fábryho 44,Košice-Dargovských hrdino,04022,fabryho@zsfabke.sk,ZFab44KE
035546867,804,Základná škola,Krosnianska 2,Košice-Dargovských hrdino,04022,riaditel@zskrosnianke.edu.sk,ZKros2KE
035546875,804,Základná škola,Krosnianska 4,Košice-Dargovských hrdino,04022,zs.k4ke@gmail.com,ZKros4KE
035546841,804,Základná škola,Maurerova 21,Košice-Dargovských hrdino,04022,info@zsfullu.sk,ZMau21KE
035546832,804,Základná škola,Postupimská 37,Košice-Dargovských hrdino,04022,zspostupimska@gmail.com,ZPos37KE
031263160,805,Základná škola,Abovská 36,Košice-Barca,04017,zsabovska@centrum.sk,ZAbo36KE
031263119,805,Základná škola,Gemerská 2,Košice-Juh,04001,zsgemerska@gmail.com,ZGeme2KE
031263097,805,Základná škola,Požiarnická 3,Košice-Juh,04001,zs.poziarnicka@gmail.com,ZPozi3KE
031263089,805,Základná škola,Staničná 13,Košice-Juh,04001,zsstanicnake@zsstanicnake.sk,ZSta13KE
042330181,805,Súkromná základná škola,Užhorodská 39,Košice-Juh,04011,szsu39@gmail.com,SUzh39KE
031263071,805,Základná škola,Užhorodská 39,Košice-Juh,04011,zsu@centrum.sk,ZUzh39KE
031942199,805,ZŠ s MŠ sv.M. Križina,Rehoľná 2,Košice-Krásna,04018,zsmsmk@stonline.sk,ZReho2KE
031263151,805,Základná škola,Bukovecká 17,Košice-Nad jazerom,04012,zsbukke@gmail.com,ZBuk17KE
035560347,805,Súkromná základná škola,Dneperská 1,Košice-Nad jazerom,04012,szsdneperska@gmail.com,SDnep1KE
031263127,805,Základná škola,Družicová 4,Košice-Nad jazerom,04012,zsdruzicova4@szdruzicova4.sk,ZDruz4KE
035573597,805,Súkr.základná škola,Galaktická 9,Košice-Nad jazerom,04012,szsgalakticka@gmail.com,SGala9KE
031263101,805,Základná škola J.Urbana,Jenisejská 22,Košice-Nad jazerom,04012,riaditel@zsjenisejska.edupage.org,ZJen22KE
042409136,805,Súkromná ZŠ waldorfská,Polárna 1,Košice-Nad jazerom,04012,ke@iwaldorf.sk,SPola1KE
710061374,806,Základná škola,Bačkovík 63,Bačkovík,04445,skola@zsbackovik.edu.sk,ZBac63KS
051001489,806,Základná škola s MŠ,Bidovce 209,Bidovce,04445,zsbidovce@stonline.sk,ZBi209KS
035561301,806,Základná škola s MŠ,Bohdanovce 209,Bohdanovce,04416,riaditel@zsbohdanovce.edu.sk,ZBo209KS
710061382,806,Základná škola,Boliarov 50,Boliarov,04447,zsboliarov@gmail.com,ZBol50KS
031953271,806,Základná škola s MŠ,Budimír 11,Budimír,04443,riaditel.zsbudimir@gmail.com,ZBud11KS
035544015,806,Základná škola s VJM,Buzica 327,Buzica,04473,zsbuzica1@gmail.com,ZBu327KS
710061404,806,Základná škola,Cestice 70,Cestice,04471,zscestice70@gmail.com,ZCes70KS
710061412,806,Základná škola,Chrastné 30,Chrastné,04444,hradovska@gmail.com,ZChr30KS
042320283,806,Základná škola,Drienovec 44,Drienovec,04401,zsdrienovec@gmail.com,ZDri44KS
035544139,806,Základná škola,Hlavná 5,Družstevná pri Hornáde,04431,zsdruzstevna@centrum.sk,ZHlav5KS
042242533,806,Cirkevná základná škola,Dvorníky 88,Dvorníky-Včeláre,04402,kot.ani@hotmail.com,CDvo88KS
035544121,806,Základná škola,Haniska 290,Haniska,04457,zshaniska@gmail.com,ZHa290KS
710061455,806,Základná škola,Herľany 37,Herľany,04446,herlany.zs@atk.sk,ZHer37KS
710061480,806,Základná škola,Janík 28,Janík,04405,zsjanik28@gmail.com,ZJan28KS
035544341,806,Základná škola,Školská 3,Jasov,04423,zs.jasov@centrum.sk,ZSkol3KS
035564296,806,Základná škola s MŠ,Kalša 128,Kalša,04418,zsamskalsa@centrum.sk,ZKa128KS
035544414,806,Základná škola,Kecerovce 79,Kecerovce,04447,zskecerovce@zskecerovce.sk,ZKec79KS
042407036,806,Súkromná základná škola,Kechnec 13/13,Kechnec,04458,zskechnec@gmail.com,SKec13KS
710061501,806,Základná škola,Kokšov-Bakša 20,Kokšov-Bakša,04413,zskoksovbaksa@gmail.com,ZKok20KS
710170599,806,Základná škola,M. Kočanovej 2,Kostoľany nad Hornádom,04431,skola@zskostnhor.edu.sk,ZMKoc2KS
035544210,806,Základná škola,Košická Belá 235,Košická Belá,04465,zskbela@zskbela.edu.sk,ZKo235KS
051845601,806,ZŠ s MŠ,Košická Polianka 148,Košická Polianka,04441,zskpolianka@centrum.sk,ZKo148KS
710061528,806,Základná škola,Košické Oľšany 215,Košické Oľšany,04442,zskolsany@centrum.sk,ZKo215KS
710061536,806,Základná škola,Kráľovce č. 86,Kráľovce,04444,zskralovce86@gmail.com,ZKra86KS
035544244,806,Základná škola,Kysak 210,Kysak,04481,zskysak@centrum.sk,ZKy210KS
035544317,806,Základná škola,Školská 10,Malá Ida,04420,riaditel.zsmida@gmail.com,ZSko10KS
035544201,806,Základná škola,Štóska 183,Medzev,04425,zs@medzev.sk,ZSt183KS
710061544,806,Základná škola,Mokrance 209,Mokrance,04501,zsmokrance@gmail.com,ZMo209KS
035544295,806,Základná škola,Severná 21,Moldava nad Bodvou,04501,zssevmoldava@gmail.com,ZSev21KS
710260300,806,Cirk. spojená škola - C,Školská 13,Moldava nad Bodvou,04501,salkahazi.sara@gmail.com,CSko13KS
031302912,806,Základná škola,Československej armády 15,Moldava nad Bodvou,04501,1zsslovenskamoldava@centrum.sk,ZCes15KS
051845598,806,ZŠ s VJM,Československej armády 15,Moldava nad Bodvou,04501,sekretariat@gymnmold.edu.sk,ZCes15KS
710061560,806,Základná škola,Nižná Kamenica 60,Nižná Kamenica,04445,zsnkamenica@gmail.com,ZNiz60KS
710061579,806,Základná škola,Hlavná 346,Nižná Myšľa,04415,zs.niznamysla@gmail.com,ZHl346KS
035544228,806,Základná škola,Klátovská 56,Nižný Klátov,04412,skola@zsnklatov.edu.sk,ZKla56KS
710061587,806,Základná škola,Nižný Lánec 54,Nižný Lánec,04473,skolalanec@centrum.sk,ZNiz54KS
710061633,806,Základná škola,Paňovce 96,Paňovce,04471,zs.panovce@gmail.com,ZPan96KS
710061641,806,Základná škola s VJM,Peder 119,Peder,04405,martha.sirilo.eszter@gmail.com,ZPe119KS
710061650,806,Základná škola,Perín 145,Perín-Chym,04474,zsperin@centrum.sk,ZPe145KS
035544031,806,Základná škola s MŠ,Školská 3,Poproč,04424,skola@zspoproc.edu.sk,ZSkol3KS
051896133,806,ZŠ s MŠ,SNP 121,Rozhanovce,04442,admin@zsrozhanovce.edu.sk,ZSN121KS
035544074,806,Základná škola,Ruskov 32,Ruskov,04419,zsruskov@zsruskov.edu.sk,ZRus32KS
710061714,806,Základná škola,Zdoba 162,Sady nad Torysou,04441,zszdoba@gmail.com,ZZd162KS
035513454,806,Základná škola,Seňa 507,Seňa,04458,riad.zssena@gmail.com,ZSe507KS
710061730,806,Základná škola,Školská 251,Skároš,04411,skolaskaros@zsskaros.sk,ZSk251KS
017070589,806,Základná škola s MŠ,Hlavná 320/79,Slanec,04417,skolaslanec@gmail.com,ZHla79KS
710061757,806,Základná škola,Kamenná 1,Sokoľ,04431,zssokol1@gmail.com,ZKame1KS
710061463,806,Základná škola,Sokoľany 147,Sokoľany,04456,sokolany147@gmail.com,ZSo147KS
710061773,806,Základná škola,Svinica 187,Svinica,04445,zssvinica1@gmail.com,ZSv187KS
035544384,806,Základná škola,Školská 94,Trstené pri Hornáde,04411,zstrstene@stonline.sk,ZSko94KS
035544805,806,Základná škola s VJM,Školská ulica 301/12,Turňa nad Bodvou,04402,skola@zsmturna.edu.sk,ZSko12KS
035544457,806,Základná škola,Školská ulica 301/16,Turňa nad Bodvou,04402,301.skolaturna@gmail.com,ZSko16KS
031953158,806,Základná škola,Hlavná 165,Valaliky,04413,zsvalaliky@gmail.com,ZHl165KS
035544422,806,Základná škola,Veľká Ida 1,Veľká Ida,04455,zsvelkaida@zsvelkaida.sk,ZVelk1KS
710061781,806,Základná škola,Vtáčkovce 1,Vtáčkovce,04447,zsvtackovce@pobox.sk,ZVtac1KS
710061765,806,Základná škola,Štós 35,Štós,04426,skolastos@centrum.sk,ZSto35KS
035544279,806,Základná škola,Jarmočná 96,Ždaňa,04411,zszdana@centrum.sk,ZJar96KS
710061390,806,Základná škola,Čakanovce 80,Čakanovce,04445,zscakanovce80@gmail.com,ZCak80KS
031953204,806,Základná škola,Pionierska 33,Čaňa,04414,zscana@zscana.sk,ZPio33KS
035544198,806,Základná škola s MŠ,Školská 7,Čečejovce,04471,zssmscecejovce@gmail.com,ZSkol7KS
035544392,806,Základná škola,Ďurkov 192,Ďurkov,04419,skoladurkov@gmail.com,ZDu192KS
035545755,807,Základná škola s MŠ,Bracovce 26,Bracovce,07205,skola@zsbracovce.sk,ZBra26MI
035542225,807,Základná škola,Budkovce 355,Budkovce,07215,riaditel@zsbudkovce.edu.sk,ZBu355MI
051719401,807,Základná škola,Hlavná 1,Drahňov,07674,zs.drahnov@centrum.sk,ZHlav1MI
042098726,807,Základná škola s MŠ,Hatalov 183,Hatalov,07216,zshatalov@centrum.sk,ZHa183MI
710061862,807,Základná škola,Horovce 181,Horovce,07202,horovcezs@gmail.com,ZHo181MI
710061870,807,Základná škola,Iňačovce 33,Iňačovce,07211,zsinacovce@post.sk,ZIna33MI
035543787,807,Základná škola,Jovsa 242,Jovsa,07232,skolajovsa@gmail.com,ZJo242MI
710063946,807,Základná škola s VJM,Hlavná 36,Kapušianske Kľačany,07901,zs.klacany36@gmail.com,ZHla36MI
710063962,807,Základná škola s VJM,Krížany 36,Krišovská Liesková,07901,zskrizany@gmail.com,ZKri36MI
710061900,807,Základná škola,Lastomír 144,Lastomír,07237,zslastomir@post.sk,ZLa144MI
710061897,807,Základná škola,Laškovce 38,Laškovce,07201,zslaskovce@post.sk,ZLas38MI
042250609,807,Základná škola,Hlavná 175,Malčice,07206,zsmalcice@centrum.sk,ZHl175MI
710061927,807,Základná škola,Markovce 31,Markovce,07206,zsmarkovce@gmail.com,ZMar31MI
710148600,807,Základná škola,Maťovce 53,Maťovské Vojkovce,07901,zs.mat.vojkovce@gmail.com,ZMat53MI
017080738,807,Základná škola,Jána A. Komenského 1,Michalovce,07101,4zskommi@gmail.com,ZJana1MI
017080711,807,Základná škola,Jána Švermu 6,Michalovce,07101,zssvermu6mi@gmail.com,ZJana6MI
017080771,807,Základná škola,Kpt. Nálepku 16,Michalovce,07101,skola@zsphorova.sk,ZKpt16MI
017080762,807,Základná škola,Krymská 5,Michalovce,07101,krym@zskrymmi.edu.sk,ZKrym5MI
017080720,807,Základná škola,Moskovská 1,Michalovce,07101,zsmosmi1@gmail.com,ZMosk1MI
017080754,807,Základná škola,Okružná 17,Michalovce,07101,zsokruzna17@zsokruzna.sk,ZOkr17MI
017080703,807,Základná škola,T. J. Moussona 4,Michalovce,07101,skola1@1zsmi.sk,ZTJMo4MI
031942032,807,Cirkevná základná škola,Volgogradská 2,Michalovce,07101,czs@zsvolgomi.edu.sk,CVolg2MI
017080746,807,Základná škola,Školská 2,Michalovce,07101,5zs@5zs.sk,ZSkol2MI
035542233,807,Základná škola,Nacina Ves 63,Nacina Ves,07221,zsnacinaves@stonline.sk,ZNac63MI
035542241,807,Základná škola s MŠ,Palín 104,Palín,07213,zspalin@stonline.sk,ZPa104MI
035543825,807,Základná škola s MŠ,Školská 3,Pavlovce nad Uhom,07214,zspavlovceuh@zspavlovceuh.sk,ZSkol3MI
710061943,807,Základná škola,Petrovce nad Laborcom 100,Petrovce nad Laborcom,07101,zspetrovce@gmail.com,ZPe100MI
710061960,807,Základná škola,J. Záborského 7,Pozdišovce,07201,zspozdisovce@pobox.sk,ZJZab7MI
035553863,807,Základná škola s MŠ,Rakovec nad Ondavou 2,Rakovec nad Ondavou,07203,skola@zsrakovec.edu.sk,ZRako2MI
710062001,807,Základná škola,Staré 283,Staré,07223,zsstare@azet.sk,ZSt283MI
035542250,807,Základná škola,Mierová 1,Strážske,07222,mskola@pobox.sk,ZMier1MI
035542268,807,Základná škola s MŠ,Trhovište 50,Trhovište,07204,skola@zstrhoviste.edu.sk,ZTrh50MI
035542276,807,Základná škola s MŠ,Tušická Nová Ves 64,Tušická Nová Ves,07202,admin@zstusicka.edu.sk,ZTus64MI
035542292,807,ZŠ s VJM J.Erdélyiho,Fábryho 36,Veľké Kapušany,07901,zserdelyivkapusany@gmail.com,ZFab36MI
035542284,807,Základná škola POH,Síd.P.O.Hviezdoslava 43,Veľké Kapušany,07955,zspohvk@stonline.sk,ZSid43MI
035545771,807,Základná škola s VJM,Veľké Slemence 18,Veľké Slemence,07677,v.slemence@zoznam.sk,ZVel18MI
035545780,807,Základná škola s MŠ,Vinné 514,Vinné,07231,admin@zsfuguvinne.edu.sk,ZVi514MI
035538643,807,Cirkevná základná škola,Elektrárenská 50,Vojany,07672,czsvojany@gmail.com,CEle50MI
710062044,807,Základná škola,Vrbnica 20,Vrbnica,07216,riaditel.zsvrbnica@gmail.com,ZVrb20MI
710062060,807,Základná škola,Vysoká nad Uhom 314,Vysoká nad Uhom,07214,zsvysokanaduhom@post.sk,ZVy314MI
035545798,807,Základná škola s MŠ,Zalužice 450,Zalužice,07234,zaluzice@atlas.sk,ZZa450MI
710062095,807,Základná škola,Zemplínska Široká 277,Zemplínska Široká,07213,zszemplinskasiroka@zoznam.sk,ZZe277MI
710061978,807,Základná škola,Šamudovce 23,Šamudovce,07201,zs.samudovce@centrum.sk,ZSam23MI
042104378,807,Základná škola s MŠ,Žbince 145,Žbince,07216,zszbince145@gmail.com,ZZb145MI
710063873,807,Základná škola s VJM,Čičarovce 109,Čičarovce,07671,zs.cicarovce@gmail.com,ZCi109MI
710138299,808,Základná škola,Bretka 56 -Beretke 56,Bretka,98046,zsbretka@centrum.sk,ZBre56RV
035556684,808,Základná škola s MŠ,Berzehorská 154,Brzotín,04951,zsmsbrzotín@gmail.com,ZBe154RV
710062974,808,Základná škola,Hlavná 110,Dlhá Ves,04955,skola@zsdlhaves.edu.sk,ZHl110RV
035543752,808,Základná škola,Zimná 190/144,Dobšiná,04925,zsdobs@zszimnadobs.edu.sk,ZZi144RV
035543744,808,Základná škola s VJM,Drnava 105,Drnava,04942,zsdrnavasvjm@gmail.com,ZDr105RV
710063008,808,Základná škola s VJM,Gemerská Hôrka 268,Gemerská Hôrka,04912,skola@zs268gemhorka.edu.sk,ZGe268RV
710062990,808,Základná škola,Gemerská Hôrka 92,Gemerská Hôrka,04912,skola@zsgemhorka.edu.sk,ZGem92RV
710059698,808,Základná škola,Gemerská Panica 258,Gemerská Panica,98046,zsgempanica1@gmail.com,ZGe258RV
035543736,808,Základná škola,Sládkovičova 487,Gemerská Poloma,04922,zsgempoloma@gmail.com,ZSl487RV
710063016,808,Základná škola-Alapiskl,Hrhov 46,Hrhov,04944,zshrhov@zshrhov.edu.sk,ZHrh46RV
035543728,808,ZŠ s MŠ s VJM,Jablonov nad Turňou 229,Jablonov nad Turňou,04943,zsjablonov@gmail.com,ZJa229RV
710063040,808,Základná škola s VJM,Kečovo 72,Kečovo,04955,zskecovo@gmail.com,ZKec72RV
710063059,808,Základná škola s VJM,Krásnohorská Dlhá Lúka 2,Krásnohorská Dlhá Lúka,04945,zskdluka@gmail.com,ZKras2RV
035562447,808,Základná škola s MŠ,Lipová 115,Krásnohorské Podhradie,04941,riaditel.zslipkraspod@gmail.com,ZLi115RV
035543710,808,Základná škola,Pokroková 199,Krásnohorské Podhradie,04941,zskraspod@gmail.com,ZPo199RV
710063075,808,Základná škola,Markuška 12,Markuška,04934,riaditel@zsmarkusa.edu.sk,ZMar12RV
035543701,808,Základná škola s MŠ,Letná 14,Nižná Slaná,04923,zsnslana@fz.sk,ZLet14RV
710063091,808,Základná škola,Ochtiná 50,Ochtiná,04935,skola@zsochtina.edu.sk,ZOch50RV
035543698,808,Základná škola,Gemerská 1,Plešivec,04911,skola@zsplesivec.edu.sk,ZGeme1RV
035543680,808,Základná škola s VJM,Čsl. armády 31,Plešivec,04911,admin@zsmplesivec.edu.sk,ZCsl31RV
035543671,808,Základná škola,Rejdová 43,Rejdová,04926,zsrejdova@gmail.com,ZRej43RV
710063105,808,Základná škola,Roštár 83,Roštár,04935,zsrostar5@gmail.com,ZRos83RV
710260911,808,Spoj. škola - ZŠ s VJM,J. A. Komenského 5,Rožňava,04801,zsfabryhoroznava@gmail.com,SJAKo5RV
030689333,808,ZŠ Ref.kresť.cirkvi VJM,Kozmonautov 2,Rožňava,04801,zsreformov@azet.sk,ZKozm2RV
035542837,808,Katolícka ZŠ,Kósu-Schoppera 22,Rožňava,04801,kzs.roznava@gmail.com,KKos22RV
035543647,808,Základná škola,Pionierov 1,Rožňava,04801,pionierka.zs@gmail.com,ZPion1RV
035543663,808,Základná škola,Zakarpatská 12,Rožňava,04801,skola@zszakarpatskav.edu.sk,ZZak12RV
052170616,808,Evanj. cirkevná ZŠ,Zeleného stromu 14,Rožňava,04801,lubaolejarova@gmail.com,EZel14RV
035543639,808,Základná škola,Zlatá 2,Rožňava,04801,zszlata2@gmail.com,ZZlat2RV
710063121,808,Základná škola s VJM,Silica 44 - Szilice 44,Silica,04952,zsvjm.silica@gmail.com,ZSil44RV
035543612,808,Základná škola,Slavošovce 125,Slavošovce,04936,riaditel@zsslavosovce.edu.sk,ZSl125RV
035546727,808,Základná škola s MŠ,SNP 239,Vlachovo,04924,zsvlachovo@centrum.sk,ZSN239RV
035543604,808,Základná škola,Školská 295,Štítnik,04932,zs_stitnik@stonline.sk,ZSk295RV
710062958,808,Základná škola s VJM,Čoltovo 77,Čoltovo,04912,zscoltovo@gmail.com,ZCol77RV
035545569,809,Základná škola s MŠ,Bežovce 417,Bežovce,07253,zsbezovce@mail.t-com.sk,ZBe417SO
035545577,809,Základná škola,Blatné Remety 98,Blatné Remety,07244,skola@zsbremety.edu.sk,ZBla98SO
710061838,809,Základná škola,Choňkovce 128,Choňkovce,07263,zschonkovce@centrum.sk,ZCh128SO
035545585,809,Základná škola s MŠ,Krčava 184,Krčava,07251,zssmskrcava184@gmail.com,ZKr184SO
710061919,809,Základná škola,Lekárovce 305,Lekárovce,07254,zslekarovce@yahoo.com,ZLe305SO
035545593,809,Základná škola,Podhoroď 17,Podhoroď,07264,zakladna@pobox.sk,ZPod17SO
035545607,809,Základná škola s MŠ,Porúbka 20,Porúbka,07261,skola@zsporibka.edu.sk,ZPor20SO
035545631,809,Základná škola,Komenského 12,Sobrance,07301,zssobrance.komenskeho12@post.sk,ZKom12SO
035545623,809,Základná škola,Komenského 6,Sobrance,07301,1zs@zskom6so.edu.sk,ZKome6SO
710062036,809,Základná škola,Veľké Revištia 24,Veľké Revištia,07243,zsvrevistia@gmail.com,ZVel24SO
710062052,809,Základná škola,Vyšná Rybnica 138,Vyšná Rybnica,07241,zsvrybnica@post.sk,ZVy138SO
710062079,809,Základná škola,Záhor 148,Záhor,07253,zszahor148@gmail.com,ZZa148SO
035545640,809,Základná škola s MŠ,Úbrež 141,Úbrež,07242,skola@zsubrez.edu.sk,ZUb141SO
035545984,810,Základná škola,Bystrany 13,Bystrany,05362,zsbystrany@mail.t-com.sk,ZBys13SN
710063172,810,Základná škola,Chrasť nad Hornádom 44,Chrasť nad Hornádom,05363,zs.chrastnh@gmail.com,ZChr44SN
035545992,810,Základná škola s MŠ,Levočská 53,Harichovce,05301,skola@zsharichovce.edu.sk,ZLev53SN
035543949,810,Základná škola s MŠ,Hlavná 369,Hrabušice,05315,riaditel@zshrabusice.edu.sk,ZHl369SN
710063245,810,Základná škola,Iliašovce 29,Iliašovce,05311,zsiliasovce@gmail.com,ZIli29SN
710063253,810,Základná škola,Jamník 184,Jamník,05322,zsjamnik@zsjamnik.sk,ZJa184SN
042248795,810,Základná škola s MŠ,Maurerova 14,Krompachy,05342,zs@zsmaurokrompachy.sk,ZMau14SN
